ligandsfile targetlist
C06806.mol2 1F9Y
C06807.mol2 1F9Y
C06808.mol2 1F9Y
C06809.mol2 1F9Y
C06810.mol2 1F9Y
C06812.mol2 1F9Y
C06813.mol2 1F9Y
C06814.mol2 1F9Y
C06817.mol2 1F9Y
C06818.mol2 1F9Y
C06819.mol2 1F9Y
C06820.mol2 1F9Y
C06821.mol2 1F9Y
C06823.mol2 1F9Y
C06824.mol2 1F9Y
C06825.mol2 1F9Y
C06827.mol2 1F9Y
C06830.mol2 1F9Y
C06831.mol2 1F9Y
C06832.mol2 1F9Y
C06834.mol2 1F9Y
C06838.mol2 1F9Y
C06839.mol2 1F9Y
C06840.mol2 1F9Y
C06842.mol2 1F9Y
C06843.mol2 1F9Y
C06846.mol2 1F9Y
C06847.mol2 1F9Y
C06849.mol2 1F9Y
C06850.mol2 1F9Y
C06852.mol2 1F9Y
C06853.mol2 1F9Y
C06854.mol2 1F9Y
C06855.mol2 1F9Y
C06856.mol2 1F9Y
C06857.mol2 1F9Y
C06860.mol2 1F9Y
C06861.mol2 1F9Y
C06863.mol2 1F9Y
C06865.mol2 1F9Y
C06866.mol2 1F9Y
C06868.mol2 1F9Y
C06869.mol2 1F9Y
C06870.mol2 1F9Y
C06871.mol2 1F9Y
C06872.mol2 1F9Y
C06874.mol2 1F9Y
C06875.mol2 1F9Y
C06876.mol2 1F9Y
C06877.mol2 1F9Y
C06878.mol2 1F9Y
C06879.mol2 1F9Y
C06880.mol2 1F9Y
C06881.mol2 1F9Y
C06882.mol2 1F9Y
C06883.mol2 1F9Y
C06884.mol2 1F9Y
C06885.mol2 1F9Y
C06886.mol2 1F9Y
C06887.mol2 1F9Y
C06888.mol2 1F9Y
C06889.mol2 1F9Y
C06890.mol2 1F9Y
C06891.mol2 1F9Y
C06892.mol2 1F9Y
C06893.mol2 1F9Y
C06894.mol2 1F9Y
C06895.mol2 1F9Y
C06896.mol2 1F9Y
C06897.mol2 1F9Y
C06899.mol2 1F9Y
C06902.mol2 1F9Y
C06905.mol2 1F9Y
C06906.mol2 1F9Y
C06909.mol2 1F9Y
C06910.mol2 1F9Y
C06912.mol2 1F9Y
C06913.mol2 1F9Y
C06914.mol2 1F9Y
C06915.mol2 1F9Y
C06916.mol2 1F9Y
C06917.mol2 1F9Y
C06918.mol2 1F9Y
C06921.mol2 1F9Y
C06922.mol2 1F9Y
C06923.mol2 1F9Y
C06924.mol2 1F9Y
C06925.mol2 1F9Y
C06926.mol2 1F9Y
C06928.mol2 1F9Y
C06930.mol2 1F9Y
C06931.mol2 1F9Y
C06932.mol2 1F9Y
C06935.mol2 1F9Y
C06939.mol2 1F9Y
C06940.mol2 1F9Y
C06941.mol2 1F9Y
C06942.mol2 1F9Y
C06943.mol2 1F9Y
C06944.mol2 1F9Y
C06946.mol2 1F9Y
C06947.mol2 1F9Y
C06948.mol2 1F9Y
C06949.mol2 1F9Y
C06950.mol2 1F9Y
C06951.mol2 1F9Y
C06953.mol2 1F9Y
C06954.mol2 1F9Y
C06955.mol2 1F9Y
C06956.mol2 1F9Y
C06957.mol2 1F9Y
C06958.mol2 1F9Y
C06961.mol2 1F9Y
C06963.mol2 1F9Y
C06965.mol2 1F9Y
C06967.mol2 1F9Y
C06969.mol2 1F9Y
C06970.mol2 1F9Y
C06971.mol2 1F9Y
C06972.mol2 1F9Y
C06973.mol2 1F9Y
C06975.mol2 1F9Y
C06976.mol2 1F9Y
C06977.mol2 1F9Y
C06978.mol2 1F9Y
C06979.mol2 1F9Y
C06980.mol2 1F9Y
C06984.mol2 1F9Y
C06986.mol2 1F9Y
C06988.mol2 1F9Y
C06989.mol2 1F9Y
C06990.mol2 1F9Y
C06996.mol2 1F9Y
C06997.mol2 1F9Y
C06999.mol2 1F9Y
C07001.mol2 1F9Y
C07004.mol2 1F9Y
C07005.mol2 1F9Y
C07006.mol2 1F9Y
C07010.mol2 1F9Y
C07014.mol2 1F9Y
C07016.mol2 1F9Y
C07022.mol2 1F9Y
C07023.mol2 1F9Y
C07024.mol2 1F9Y
C07025.mol2 1F9Y
C07026.mol2 1F9Y
C07027.mol2 1F9Y
C07028.mol2 1F9Y
C07029.mol2 1F9Y
C07030.mol2 1F9Y
C07031.mol2 1F9Y
C07032.mol2 1F9Y
C07034.mol2 1F9Y
C07035.mol2 1F9Y
C07036.mol2 1F9Y
C07037.mol2 1F9Y
C07040.mol2 1F9Y
C07042.mol2 1F9Y
C07043.mol2 1F9Y
C07044.mol2 1F9Y
C07045.mol2 1F9Y
C07049.mol2 1F9Y
C07051.mol2 1F9Y
C07052.mol2 1F9Y
C07053.mol2 1F9Y
C07054.mol2 1F9Y
C07055.mol2 1F9Y
C07056.mol2 1F9Y
C07062.mol2 1F9Y
C07063.mol2 1F9Y
C07064.mol2 1F9Y
C07065.mol2 1F9Y
C07069.mol2 1F9Y
C07070.mol2 1F9Y
C07072.mol2 1F9Y
C07074.mol2 1F9Y
C07075.mol2 1F9Y
C07078.mol2 1F9Y
C07080.mol2 1F9Y
C07083.mol2 1F9Y
C07084.mol2 1F9Y
C07085.mol2 1F9Y
C07086.mol2 1F9Y
C07087.mol2 1F9Y
C07088.mol2 1F9Y
C07089.mol2 1F9Y
C07090.mol2 1F9Y
C07091.mol2 1F9Y
C07092.mol2 1F9Y
C07093.mol2 1F9Y
C07094.mol2 1F9Y
C07095.mol2 1F9Y
C07096.mol2 1F9Y
C07097.mol2 1F9Y
C07098.mol2 1F9Y
C07099.mol2 1F9Y
C07100.mol2 1F9Y
C07101.mol2 1F9Y
C07102.mol2 1F9Y
C07103.mol2 1F9Y
C07104.mol2 1F9Y
C07105.mol2 1F9Y
C07106.mol2 1F9Y
C07107.mol2 1F9Y
C07108.mol2 1F9Y
C07111.mol2 1F9Y
C07112.mol2 1F9Y
C07113.mol2 1F9Y
C07114.mol2 1F9Y
C07115.mol2 1F9Y
C07116.mol2 1F9Y
C07117.mol2 1F9Y
C07118.mol2 1F9Y
C07119.mol2 1F9Y
C07120.mol2 1F9Y
C07123.mol2 1F9Y
C07124.mol2 1F9Y
C07126.mol2 1F9Y
C07127.mol2 1F9Y
C07128.mol2 1F9Y
C07129.mol2 1F9Y
C07130.mol2 1F9Y
C07132.mol2 1F9Y
C07139.mol2 1F9Y
C07140.mol2 1F9Y
C07141.mol2 1F9Y
C07142.mol2 1F9Y
C07143.mol2 1F9Y
C07144.mol2 1F9Y
C07146.mol2 1F9Y
C07147.mol2 1F9Y
C07148.mol2 1F9Y
C07149.mol2 1F9Y
C07151.mol2 1F9Y
C07153.mol2 1F9Y
C07155.mol2 1F9Y
C07156.mol2 1F9Y
C07159.mol2 1F9Y
C07160.mol2 1F9Y
C07163.mol2 1F9Y
C07164.mol2 1F9Y
C07165.mol2 1F9Y
C07166.mol2 1F9Y
C07168.mol2 1F9Y
C07171.mol2 1F9Y
C07172.mol2 1F9Y
C07174.mol2 1F9Y
C07175.mol2 1F9Y
C07177.mol2 1F9Y
C07178.mol2 1F9Y
C07180.mol2 1F9Y
C07182.mol2 1F9Y
C07184.mol2 1F9Y
C07187.mol2 1F9Y
C07188.mol2 1F9Y
C07189.mol2 1F9Y
C07192.mol2 1F9Y
C07194.mol2 1F9Y
C07195.mol2 1F9Y
C07196.mol2 1F9Y
C07198.mol2 1F9Y
C07199.mol2 1F9Y
C07201.mol2 1F9Y
C07202.mol2 1F9Y
C07204.mol2 1F9Y
C07205.mol2 1F9Y
C07206.mol2 1F9Y
C07207.mol2 1F9Y
C07208.mol2 1F9Y
C07209.mol2 1F9Y
C07210.mol2 1F9Y
C07211.mol2 1F9Y
C07212.mol2 1F9Y
C07213.mol2 1F9Y
C07214.mol2 1F9Y
C07215.mol2 1F9Y
C07216.mol2 1F9Y
C07218.mol2 1F9Y
C07219.mol2 1F9Y
C07220.mol2 1F9Y
C07221.mol2 1F9Y
C07222.mol2 1F9Y
C07224.mol2 1F9Y
C07225.mol2 1F9Y
C07228.mol2 1F9Y
C07230.mol2 1F9Y
C07231.mol2 1F9Y
C07235.mol2 1F9Y
C07236.mol2 1F9Y
C07239.mol2 1F9Y
C07240.mol2 1F9Y
C07241.mol2 1F9Y
C07245.mol2 1F9Y
C07246.mol2 1F9Y
C07247.mol2 1F9Y
C07250.mol2 1F9Y
C07251.mol2 1F9Y
C07252.mol2 1F9Y
C07253.mol2 1F9Y
C07254.mol2 1F9Y
C07255.mol2 1F9Y
C07256.mol2 1F9Y
C07257.mol2 1F9Y
C07258.mol2 1F9Y
C07259.mol2 1F9Y
C07261.mol2 1F9Y
C07263.mol2 1F9Y
C07264.mol2 1F9Y
C07266.mol2 1F9Y
C07267.mol2 1F9Y
C07270.mol2 1F9Y
C07271.mol2 1F9Y
C07272.mol2 1F9Y
C07273.mol2 1F9Y
C07274.mol2 1F9Y
C07275.mol2 1F9Y
C07276.mol2 1F9Y
C07277.mol2 1F9Y
C07278.mol2 1F9Y
C07280.mol2 1F9Y
C07283.mol2 1F9Y
C07285.mol2 1F9Y
C07287.mol2 1F9Y
C07288.mol2 1F9Y
C07289.mol2 1F9Y
C07290.mol2 1F9Y
C07296.mol2 1F9Y
C07297.mol2 1F9Y
C07301.mol2 1F9Y
C07302.mol2 1F9Y
C07303.mol2 1F9Y
C07304.mol2 1F9Y
C07306.mol2 1F9Y
C07307.mol2 1F9Y
C07309.mol2 1F9Y
C07310.mol2 1F9Y
C07311.mol2 1F9Y
C07312.mol2 1F9Y
C07313.mol2 1F9Y
C07315.mol2 1F9Y
C07316.mol2 1F9Y
C07317.mol2 1F9Y
C07318.mol2 1F9Y
C07319.mol2 1F9Y
C07320.mol2 1F9Y
C07321.mol2 1F9Y
C07322.mol2 1F9Y
C07323.mol2 1F9Y
C07324.mol2 1F9Y
C07325.mol2 1F9Y
C07326.mol2 1F9Y
C07327.mol2 1F9Y
C07328.mol2 1F9Y
C07329.mol2 1F9Y
C07330.mol2 1F9Y
C07331.mol2 1F9Y
C07332.mol2 1F9Y
C07334.mol2 1F9Y
C07335.mol2 1F9Y
C07336.mol2 1F9Y
C07338.mol2 1F9Y
C07339.mol2 1F9Y
C07340.mol2 1F9Y
C07341.mol2 1F9Y
C07342.mol2 1F9Y
C07343.mol2 1F9Y
C07344.mol2 1F9Y
C07345.mol2 1F9Y
C07346.mol2 1F9Y
C07347.mol2 1F9Y
C07348.mol2 1F9Y
C07349.mol2 1F9Y
C07350.mol2 1F9Y
C07354.mol2 1F9Y
C07355.mol2 1F9Y
C07356.mol2 1F9Y
C07357.mol2 1F9Y
C07359.mol2 1F9Y
C07360.mol2 1F9Y
C07361.mol2 1F9Y
C07362.mol2 1F9Y
C07363.mol2 1F9Y
C07364.mol2 1F9Y
C07366.mol2 1F9Y
C07367.mol2 1F9Y
C07368.mol2 1F9Y
C07369.mol2 1F9Y
C07370.mol2 1F9Y
C07371.mol2 1F9Y
C07372.mol2 1F9Y
C07373.mol2 1F9Y
C07375.mol2 1F9Y
C07378.mol2 1F9Y
C07379.mol2 1F9Y
C07381.mol2 1F9Y
C07383.mol2 1F9Y
C07384.mol2 1F9Y
C07391.mol2 1F9Y
C07393.mol2 1F9Y
C07394.mol2 1F9Y
C07395.mol2 1F9Y
C07397.mol2 1F9Y
C07398.mol2 1F9Y
C07400.mol2 1F9Y
C07401.mol2 1F9Y
C07402.mol2 1F9Y
C07403.mol2 1F9Y
C07404.mol2 1F9Y
C07405.mol2 1F9Y
C07406.mol2 1F9Y
C07407.mol2 1F9Y
C07408.mol2 1F9Y
C07409.mol2 1F9Y
C07410.mol2 1F9Y
C07411.mol2 1F9Y
C07412.mol2 1F9Y
C07413.mol2 1F9Y
C07414.mol2 1F9Y
C07415.mol2 1F9Y
C07416.mol2 1F9Y
C07417.mol2 1F9Y
C07418.mol2 1F9Y
C07420.mol2 1F9Y
C07421.mol2 1F9Y
C07422.mol2 1F9Y
C07423.mol2 1F9Y
C07424.mol2 1F9Y
C07425.mol2 1F9Y
C07427.mol2 1F9Y
C07428.mol2 1F9Y
C07429.mol2 1F9Y
C07430.mol2 1F9Y
C07432.mol2 1F9Y
C07433.mol2 1F9Y
C07434.mol2 1F9Y
C07435.mol2 1F9Y
C07437.mol2 1F9Y
C07438.mol2 1F9Y
C07440.mol2 1F9Y
C07441.mol2 1F9Y
C07443.mol2 1F9Y
C07445.mol2 1F9Y
C07446.mol2 1F9Y
C07447.mol2 1F9Y
C07448.mol2 1F9Y
C07449.mol2 1F9Y
C07450.mol2 1F9Y
C07451.mol2 1F9Y
C07452.mol2 1F9Y
C07453.mol2 1F9Y
C07454.mol2 1F9Y
C07455.mol2 1F9Y
C07456.mol2 1F9Y
C07457.mol2 1F9Y
C07458.mol2 1F9Y
C07459.mol2 1F9Y
C07460.mol2 1F9Y
C07461.mol2 1F9Y
C07463.mol2 1F9Y
C07464.mol2 1F9Y
C07465.mol2 1F9Y
C07466.mol2 1F9Y
C07467.mol2 1F9Y
C07468.mol2 1F9Y
C07469.mol2 1F9Y
C07470.mol2 1F9Y
C07471.mol2 1F9Y
C07473.mol2 1F9Y
C07474.mol2 1F9Y
C07475.mol2 1F9Y
C07478.mol2 1F9Y
C07479.mol2 1F9Y
C07480.mol2 1F9Y
C07481.mol2 1F9Y
C07482.mol2 1F9Y
C07484.mol2 1F9Y
C07485.mol2 1F9Y
C07486.mol2 1F9Y
C07487.mol2 1F9Y
C07488.mol2 1F9Y
C07489.mol2 1F9Y
C07490.mol2 1F9Y
C07491.mol2 1F9Y
C07492.mol2 1F9Y
C07493.mol2 1F9Y
C07494.mol2 1F9Y
C07495.mol2 1F9Y
C07496.mol2 1F9Y
C07497.mol2 1F9Y
C07498.mol2 1F9Y
C07499.mol2 1F9Y
C07500.mol2 1F9Y
C07501.mol2 1F9Y
C07502.mol2 1F9Y
C07503.mol2 1F9Y
C07504.mol2 1F9Y
C07505.mol2 1F9Y
C07506.mol2 1F9Y
C07508.mol2 1F9Y
C07509.mol2 1F9Y
C07510.mol2 1F9Y
C07511.mol2 1F9Y
C07512.mol2 1F9Y
C07513.mol2 1F9Y
C07514.mol2 1F9Y
C07515.mol2 1F9Y
C07516.mol2 1F9Y
C07517.mol2 1F9Y
C07518.mol2 1F9Y
C07519.mol2 1F9Y
C07520.mol2 1F9Y
C07521.mol2 1F9Y
C07522.mol2 1F9Y
C07523.mol2 1F9Y
C07524.mol2 1F9Y
C07525.mol2 1F9Y
C07526.mol2 1F9Y
C07527.mol2 1F9Y
C07528.mol2 1F9Y
C07529.mol2 1F9Y
C07530.mol2 1F9Y
C07531.mol2 1F9Y
C07532.mol2 1F9Y
C07533.mol2 1F9Y
C07534.mol2 1F9Y
C07535.mol2 1F9Y
C07536.mol2 1F9Y
C07537.mol2 1F9Y
C07538.mol2 1F9Y
C07539.mol2 1F9Y
C07540.mol2 1F9Y
C07541.mol2 1F9Y
C07542.mol2 1F9Y
C07543.mol2 1F9Y
C07544.mol2 1F9Y
C07545.mol2 1F9Y
C07546.mol2 1F9Y
C07547.mol2 1F9Y
C07548.mol2 1F9Y
C07549.mol2 1F9Y
C07550.mol2 1F9Y
C07551.mol2 1F9Y
C07553.mol2 1F9Y
C07554.mol2 1F9Y
C07555.mol2 1F9Y
C07556.mol2 1F9Y
C07557.mol2 1F9Y
C07558.mol2 1F9Y
C07559.mol2 1F9Y
C07560.mol2 1F9Y
C07561.mol2 1F9Y
C07564.mol2 1F9Y
C07565.mol2 1F9Y
C07566.mol2 1F9Y
C07567.mol2 1F9Y
C07568.mol2 1F9Y
C07569.mol2 1F9Y
C07570.mol2 1F9Y
C07571.mol2 1F9Y
C07572.mol2 1F9Y
C07573.mol2 1F9Y
C07574.mol2 1F9Y
C07575.mol2 1F9Y
C07576.mol2 1F9Y
C07577.mol2 1F9Y
C07578.mol2 1F9Y
C07580.mol2 1F9Y
C07581.mol2 1F9Y
C07582.mol2 1F9Y
C07584.mol2 1F9Y
C07585.mol2 1F9Y
C07586.mol2 1F9Y
C07588.mol2 1F9Y
C07589.mol2 1F9Y
C07590.mol2 1F9Y
C07591.mol2 1F9Y
C07592.mol2 1F9Y
C07593.mol2 1F9Y
C07594.mol2 1F9Y
C07596.mol2 1F9Y
C07598.mol2 1F9Y
C07599.mol2 1F9Y
C07600.mol2 1F9Y
C07601.mol2 1F9Y
C07602.mol2 1F9Y
C07603.mol2 1F9Y
C07604.mol2 1F9Y
C07605.mol2 1F9Y
C07606.mol2 1F9Y
C07607.mol2 1F9Y
C07608.mol2 1F9Y
C07609.mol2 1F9Y
C07610.mol2 1F9Y
C07611.mol2 1F9Y
C07612.mol2 1F9Y
C07613.mol2 1F9Y
C07615.mol2 1F9Y
C07616.mol2 1F9Y
C07617.mol2 1F9Y
C07618.mol2 1F9Y
C07619.mol2 1F9Y
C07620.mol2 1F9Y
C07621.mol2 1F9Y
C07622.mol2 1F9Y
C07624.mol2 1F9Y
C07625.mol2 1F9Y
C07626.mol2 1F9Y
C07627.mol2 1F9Y
C07628.mol2 1F9Y
C07629.mol2 1F9Y
C07630.mol2 1F9Y
C07631.mol2 1F9Y
C07632.mol2 1F9Y
C07633.mol2 1F9Y
C07634.mol2 1F9Y
C07635.mol2 1F9Y
C07636.mol2 1F9Y
C07637.mol2 1F9Y
C07639.mol2 1F9Y
C07640.mol2 1F9Y
C07641.mol2 1F9Y
C07642.mol2 1F9Y
C07643.mol2 1F9Y
C07644.mol2 1F9Y
C07645.mol2 1F9Y
C07646.mol2 1F9Y
C07647.mol2 1F9Y
C07648.mol2 1F9Y
C07649.mol2 1F9Y
C07650.mol2 1F9Y
C07651.mol2 1F9Y
C07652.mol2 1F9Y
C07653.mol2 1F9Y
C07654.mol2 1F9Y
C07655.mol2 1F9Y
C07656.mol2 1F9Y
C07657.mol2 1F9Y
C07658.mol2 1F9Y
C07659.mol2 1F9Y
C07660.mol2 1F9Y
C07661.mol2 1F9Y
C07662.mol2 1F9Y
C07663.mol2 1F9Y
C07664.mol2 1F9Y
C07665.mol2 1F9Y
C07666.mol2 1F9Y
C07667.mol2 1F9Y
C07668.mol2 1F9Y
C07669.mol2 1F9Y
C07670.mol2 1F9Y
C07671.mol2 1F9Y
C07672.mol2 1F9Y
C07673.mol2 1F9Y
C07674.mol2 1F9Y
C07675.mol2 1F9Y
C07677.mol2 1F9Y
C07693.mol2 1F9Y
C07699.mol2 1F9Y
C07704.mol2 1F9Y
C07706.mol2 1F9Y
C07707.mol2 1F9Y
C07708.mol2 1F9Y
C07709.mol2 1F9Y
C07710.mol2 1F9Y
C07711.mol2 1F9Y
C07712.mol2 1F9Y
C07713.mol2 1F9Y
C07714.mol2 1F9Y
C07715.mol2 1F9Y
C07717.mol2 1F9Y
C07718.mol2 1F9Y
C07719.mol2 1F9Y
C07720.mol2 1F9Y
C07721.mol2 1F9Y
C07722.mol2 1F9Y
C07723.mol2 1F9Y
C07724.mol2 1F9Y
C07725.mol2 1F9Y
C07726.mol2 1F9Y
C07727.mol2 1F9Y
C07728.mol2 1F9Y
C07729.mol2 1F9Y
C07731.mol2 1F9Y
C07732.mol2 1F9Y
C07733.mol2 1F9Y
C07734.mol2 1F9Y
C07736.mol2 1F9Y
C07740.mol2 1F9Y
C07743.mol2 1F9Y
C07750.mol2 1F9Y
C07751.mol2 1F9Y
C07752.mol2 1F9Y
C07753.mol2 1F9Y
C07756.mol2 1F9Y
C07758.mol2 1F9Y
C07759.mol2 1F9Y
C07760.mol2 1F9Y
C07761.mol2 1F9Y
C07763.mol2 1F9Y
C07764.mol2 1F9Y
C07765.mol2 1F9Y
C07766.mol2 1F9Y
C07767.mol2 1F9Y
C07768.mol2 1F9Y
C07770.mol2 1F9Y
C07771.mol2 1F9Y
C07773.mol2 1F9Y
C07774.mol2 1F9Y
C07777.mol2 1F9Y
C07778.mol2 1F9Y
C07785.mol2 1F9Y
C07789.mol2 1F9Y
C07790.mol2 1F9Y
C07792.mol2 1F9Y
C07798.mol2 1F9Y
C07805.mol2 1F9Y
C07807.mol2 1F9Y
C07809.mol2 1F9Y
C07811.mol2 1F9Y
C07813.mol2 1F9Y
C07814.mol2 1F9Y
C07815.mol2 1F9Y
C07816.mol2 1F9Y
C07817.mol2 1F9Y
C07818.mol2 1F9Y
C07819.mol2 1F9Y
C07825.mol2 1F9Y
C07826.mol2 1F9Y
C07827.mol2 1F9Y
C07829.mol2 1F9Y
C07832.mol2 1F9Y
C07833.mol2 1F9Y
C07834.mol2 1F9Y
C07836.mol2 1F9Y
C07837.mol2 1F9Y
C07838.mol2 1F9Y
C07839.mol2 1F9Y
C07840.mol2 1F9Y
C07841.mol2 1F9Y
C07844.mol2 1F9Y
C07846.mol2 1F9Y
C07849.mol2 1F9Y
C07851.mol2 1F9Y
C07852.mol2 1F9Y
C07853.mol2 1F9Y
C07861.mol2 1F9Y
C07862.mol2 1F9Y
C07864.mol2 1F9Y
C07865.mol2 1F9Y
C07866.mol2 1F9Y
C07868.mol2 1F9Y
C07871.mol2 1F9Y
C07872.mol2 1F9Y
C07874.mol2 1F9Y
C07875.mol2 1F9Y
C07877.mol2 1F9Y
C07879.mol2 1F9Y
C07880.mol2 1F9Y
C07881.mol2 1F9Y
C07884.mol2 1F9Y
C07886.mol2 1F9Y
C07887.mol2 1F9Y
C07888.mol2 1F9Y
C07889.mol2 1F9Y
C07890.mol2 1F9Y
C07892.mol2 1F9Y
C07895.mol2 1F9Y
C07898.mol2 1F9Y
C07899.mol2 1F9Y
C07904.mol2 1F9Y
C07905.mol2 1F9Y
C07908.mol2 1F9Y
C07909.mol2 1F9Y
C07910.mol2 1F9Y
C07911.mol2 1F9Y
C07912.mol2 1F9Y
C07913.mol2 1F9Y
C07914.mol2 1F9Y
C07915.mol2 1F9Y
C07919.mol2 1F9Y
C07921.mol2 1F9Y
C07927.mol2 1F9Y
C07928.mol2 1F9Y
C07930.mol2 1F9Y
C07931.mol2 1F9Y
C07933.mol2 1F9Y
C07934.mol2 1F9Y
C07935.mol2 1F9Y
C07937.mol2 1F9Y
C07939.mol2 1F9Y
C07941.mol2 1F9Y
C07943.mol2 1F9Y
C07949.mol2 1F9Y
C07952.mol2 1F9Y
C07953.mol2 1F9Y
C07955.mol2 1F9Y
C07956.mol2 1F9Y
C07964.mol2 1F9Y
C07965.mol2 1F9Y
C07966.mol2 1F9Y
C07967.mol2 1F9Y
C07968.mol2 1F9Y
C07970.mol2 1F9Y
C07971.mol2 1F9Y
C07973.mol2 1F9Y
C07974.mol2 1F9Y
C07982.mol2 1F9Y
C07996.mol2 1F9Y
C07997.mol2 1F9Y
C07999.mol2 1F9Y
C08002.mol2 1F9Y
C08005.mol2 1F9Y
C08007.mol2 1F9Y
C08010.mol2 1F9Y
C08012.mol2 1F9Y
C08014.mol2 1F9Y
C08018.mol2 1F9Y
C08019.mol2 1F9Y
C08021.mol2 1F9Y
C08022.mol2 1F9Y
C08024.mol2 1F9Y
C08026.mol2 1F9Y
C08027.mol2 1F9Y
C08029.mol2 1F9Y
C08030.mol2 1F9Y
C08031.mol2 1F9Y
C08032.mol2 1F9Y
C08033.mol2 1F9Y
C08034.mol2 1F9Y
C08039.mol2 1F9Y
C08042.mol2 1F9Y
C08046.mol2 1F9Y
C08050.mol2 1F9Y
C08051.mol2 1F9Y
C08052.mol2 1F9Y
C08053.mol2 1F9Y
C08054.mol2 1F9Y
C08055.mol2 1F9Y
C08057.mol2 1F9Y
C08059.mol2 1F9Y
C08060.mol2 1F9Y
C08061.mol2 1F9Y
C08062.mol2 1F9Y
C08063.mol2 1F9Y
C08064.mol2 1F9Y
C08065.mol2 1F9Y
C08066.mol2 1F9Y
C08067.mol2 1F9Y
C08068.mol2 1F9Y
C08069.mol2 1F9Y
C08070.mol2 1F9Y
C08071.mol2 1F9Y
C08072.mol2 1F9Y
C08073.mol2 1F9Y
C08074.mol2 1F9Y
C08075.mol2 1F9Y
C08076.mol2 1F9Y
C08079.mol2 1F9Y
C08080.mol2 1F9Y
C08082.mol2 1F9Y
C08086.mol2 1F9Y
C08087.mol2 1F9Y
C08088.mol2 1F9Y
C08089.mol2 1F9Y
C08090.mol2 1F9Y
C08091.mol2 1F9Y
C08092.mol2 1F9Y
C08093.mol2 1F9Y
C08094.mol2 1F9Y
C08095.mol2 1F9Y
C08099.mol2 1F9Y
C08100.mol2 1F9Y
C08101.mol2 1F9Y
C08102.mol2 1F9Y
C08103.mol2 1F9Y
C08104.mol2 1F9Y
C08105.mol2 1F9Y
C08106.mol2 1F9Y
C08107.mol2 1F9Y
C08108.mol2 1F9Y
C08109.mol2 1F9Y
C08110.mol2 1F9Y
C08111.mol2 1F9Y
C08112.mol2 1F9Y
C08113.mol2 1F9Y
C08114.mol2 1F9Y
C08115.mol2 1F9Y
C08117.mol2 1F9Y
C08118.mol2 1F9Y
C08121.mol2 1F9Y
C08122.mol2 1F9Y
C08123.mol2 1F9Y
C08124.mol2 1F9Y
C08126.mol2 1F9Y
C08127.mol2 1F9Y
C08129.mol2 1F9Y
C08136.mol2 1F9Y
C08141.mol2 1F9Y
C08142.mol2 1F9Y
C08145.mol2 1F9Y
C08146.mol2 1F9Y
C08148.mol2 1F9Y
C08149.mol2 1F9Y
C08150.mol2 1F9Y
C08151.mol2 1F9Y
C08152.mol2 1F9Y
C08153.mol2 1F9Y
C08154.mol2 1F9Y
C08155.mol2 1F9Y
C08156.mol2 1F9Y
C08157.mol2 1F9Y
C08158.mol2 1F9Y
C08159.mol2 1F9Y
C08160.mol2 1F9Y
C08162.mol2 1F9Y
C08163.mol2 1F9Y
C08164.mol2 1F9Y
C08166.mol2 1F9Y
C08169.mol2 1F9Y
C08171.mol2 1F9Y
C08173.mol2 1F9Y
C08174.mol2 1F9Y
C08176.mol2 1F9Y
C08178.mol2 1F9Y
C08179.mol2 1F9Y
C08180.mol2 1F9Y
C08182.mol2 1F9Y
C08183.mol2 1F9Y
C08184.mol2 1F9Y
C08185.mol2 1F9Y
C08186.mol2 1F9Y
C08187.mol2 1F9Y
C08192.mol2 1F9Y
C08195.mol2 1F9Y
C08197.mol2 1F9Y
C08201.mol2 1F9Y
C08211.mol2 1F9Y
C08212.mol2 1F9Y
C08217.mol2 1F9Y
C08219.mol2 1F9Y
C08228.mol2 1F9Y
C08233.mol2 1F9Y
C08234.mol2 1F9Y
C08235.mol2 1F9Y
C08236.mol2 1F9Y
C08237.mol2 1F9Y
C08238.mol2 1F9Y
C08239.mol2 1F9Y
C08240.mol2 1F9Y
C08241.mol2 1F9Y
C08242.mol2 1F9Y
C08243.mol2 1F9Y
C08244.mol2 1F9Y
C08245.mol2 1F9Y
C08246.mol2 1F9Y
C08247.mol2 1F9Y
C08248.mol2 1F9Y
C08249.mol2 1F9Y
C08250.mol2 1F9Y
C08251.mol2 1F9Y
C08252.mol2 1F9Y
C08254.mol2 1F9Y
C08255.mol2 1F9Y
C08257.mol2 1F9Y
C08258.mol2 1F9Y
C08259.mol2 1F9Y
C08260.mol2 1F9Y
C08261.mol2 1F9Y
C08262.mol2 1F9Y
C08263.mol2 1F9Y
C08264.mol2 1F9Y
C08265.mol2 1F9Y
C08266.mol2 1F9Y
C08267.mol2 1F9Y
C08268.mol2 1F9Y
C08269.mol2 1F9Y
C08270.mol2 1F9Y
C08271.mol2 1F9Y
C08272.mol2 1F9Y
C08273.mol2 1F9Y
C08275.mol2 1F9Y
C08276.mol2 1F9Y
C08277.mol2 1F9Y
C08278.mol2 1F9Y
C08279.mol2 1F9Y
C08280.mol2 1F9Y
C08281.mol2 1F9Y
C08282.mol2 1F9Y
C08283.mol2 1F9Y
C08284.mol2 1F9Y
C08285.mol2 1F9Y
C08286.mol2 1F9Y
C08287.mol2 1F9Y
C08288.mol2 1F9Y
C08289.mol2 1F9Y
C08290.mol2 1F9Y
C08291.mol2 1F9Y
C08292.mol2 1F9Y
